#CHROM	POS	chlamy_7A_5mCG_5hmCG_sorted_remap_CC2937_T2T.bam	chlamy_8A_5mCG_5hmCG_sorted_remap_CC2937_T2T.bam	chlamy_15A_5mCG_5hmCG_sorted_remap_CC2937_T2T.bam	chlamy_18A_5mCG_5hmCG_sorted_remap_CC2937_T2T.bam
chromosome_15	1085677	51	34	30	42
chromosome_15	1085678	51	34	30	42
chromosome_15	1085679	51	34	30	42
chromosome_15	1085680	51	34	29	42
chromosome_15	1085681	51	34	31	42
chromosome_15	1085682	51	34	31	42
chromosome_15	1085683	50	34	31	42
chromosome_15	1085684	48	34	30	42
chromosome_15	1085685	49	34	30	41
chromosome_15	1085686	49	34	30	41
chromosome_15	1085687	49	34	31	41
chromosome_15	1085688	50	34	31	41
chromosome_15	1085689	50	34	31	41
chromosome_15	1085690	50	34	31	40
chromosome_15	1085691	48	34	31	40
chromosome_15	1085692	49	34	31	41
chromosome_15	1085693	49	34	31	42
chromosome_15	1085694	49	34	31	42
chromosome_15	1085695	49	34	30	42
chromosome_15	1085696	48	34	30	42
chromosome_15	1085697	48	34	31	41
chromosome_15	1085698	48	34	31	41
chromosome_15	1085699	48	34	31	42
chromosome_15	1085700	48	34	31	42
chromosome_15	1085701	48	33	31	42
chromosome_15	1085702	48	34	31	42
chromosome_15	1085703	47	34	31	41
chromosome_15	1085704	47	34	31	41
chromosome_15	1085705	47	33	29	39
chromosome_15	1085706	47	34	31	41
chromosome_15	1085707	47	34	31	41
chromosome_15	1085708	47	34	31	41
chromosome_15	1085709	47	34	31	41
chromosome_15	1085710	47	33	31	41
chromosome_15	1085711	47	33	31	41
chromosome_15	1085712	47	34	31	41
chromosome_15	1085713	47	34	31	40
chromosome_15	1085714	46	34	31	40
chromosome_15	1085715	47	34	31	41
chromosome_15	1085716	47	34	31	41
chromosome_15	1085717	47	33	31	41
chromosome_15	1085718	47	33	30	40
chromosome_15	1085719	48	33	30	41
chromosome_15	1085720	48	34	29	41
chromosome_15	1085721	48	34	30	41
chromosome_15	1085722	48	34	29	41
chromosome_15	1085723	48	34	31	41
chromosome_15	1085724	48	34	31	41
chromosome_15	1085725	48	34	31	41
chromosome_15	1085726	48	34	31	41
chromosome_15	1085727	48	34	31	41
chromosome_15	1085728	48	34	31	41
chromosome_15	1085729	48	33	31	41
chromosome_15	1085730	48	33	31	41
chromosome_15	1085731	48	34	31	41
chromosome_15	1085732	48	34	31	41
chromosome_15	1085733	48	34	31	41
chromosome_15	1085734	47	34	31	41
chromosome_15	1085735	47	34	31	41
chromosome_15	1085736	48	34	31	41
chromosome_15	1085737	47	34	31	41
chromosome_15	1085738	47	34	30	41
chromosome_15	1085739	48	34	30	40
chromosome_15	1085740	48	33	29	41
chromosome_15	1085741	48	34	28	41
chromosome_15	1085742	48	34	29	40
chromosome_15	1085743	48	34	29	41
chromosome_15	1085744	47	34	29	41
chromosome_15	1085745	48	34	28	41
chromosome_15	1085746	48	34	28	41
chromosome_15	1085747	48	34	29	41
chromosome_15	1085748	48	34	29	40
chromosome_15	1085749	48	34	30	40
chromosome_15	1085750	46	34	29	40
chromosome_15	1085751	47	34	29	40
chromosome_15	1085752	48	34	30	40
chromosome_15	1085753	47	34	29	40
chromosome_15	1085754	48	34	29	40
chromosome_15	1085755	48	34	29	40
chromosome_15	1085756	47	34	30	40
chromosome_15	1085757	47	34	29	40
chromosome_15	1085758	47	34	30	40
chromosome_15	1085759	47	34	30	40
chromosome_15	1085760	47	34	30	40
chromosome_15	1085761	47	34	30	40
chromosome_15	1085762	47	34	30	40
chromosome_15	1085763	47	34	29	40
chromosome_15	1085764	47	34	30	40
chromosome_15	1085765	47	34	30	40
chromosome_15	1085766	47	34	30	40
chromosome_15	1085767	47	34	30	40
chromosome_15	1085768	47	34	30	40
chromosome_15	1085769	46	33	26	39
chromosome_15	1085770	46	34	28	40
chromosome_15	1085771	47	33	28	40
chromosome_15	1085772	47	33	30	40
chromosome_15	1085773	47	33	30	40
chromosome_15	1085774	47	34	30	41
chromosome_15	1085775	47	34	30	41
chromosome_15	1085776	47	34	30	41
chromosome_15	1085777	47	34	30	41
chromosome_15	1085778	46	33	30	40
chromosome_15	1085779	47	34	30	41
chromosome_15	1085780	47	34	30	41
chromosome_15	1085781	47	34	30	41
chromosome_15	1085782	47	34	30	40
chromosome_15	1085783	47	34	30	41
chromosome_15	1085784	47	34	29	41
chromosome_15	1085785	47	34	29	41
chromosome_15	1085786	47	34	30	41
chromosome_15	1085787	47	34	30	40
chromosome_15	1085788	47	34	30	40
chromosome_15	1085789	47	34	30	41
chromosome_15	1085790	47	34	29	41
chromosome_15	1085791	47	34	29	41
chromosome_15	1085792	46	34	29	40
chromosome_15	1085793	46	33	29	41
chromosome_15	1085794	47	33	29	41
chromosome_15	1085795	47	33	29	41
chromosome_15	1085796	46	34	29	41
chromosome_15	1085797	46	34	29	41
chromosome_15	1085798	46	34	29	40
chromosome_15	1085799	46	34	29	40
chromosome_15	1085800	47	34	29	41
chromosome_15	1085801	47	34	29	41
chromosome_15	1085802	47	33	29	41
chromosome_15	1085803	47	34	29	41
chromosome_15	1085804	47	34	29	41
chromosome_15	1085805	47	34	29	41
chromosome_15	1085806	46	34	29	41
chromosome_15	1085807	46	33	29	41
chromosome_15	1085808	45	34	29	41
chromosome_15	1085809	45	34	29	41
chromosome_15	1085810	45	34	29	41
chromosome_15	1085811	45	34	28	41
chromosome_15	1085812	45	34	28	41
chromosome_15	1085813	45	34	28	41
chromosome_15	1085814	45	34	28	41
chromosome_15	1085815	44	34	29	41
chromosome_15	1085816	44	34	29	41
chromosome_15	1085817	44	34	29	41
chromosome_15	1085818	45	34	29	41
chromosome_15	1085819	44	33	29	41
chromosome_15	1085820	45	34	29	41
chromosome_15	1085821	45	33	29	41
chromosome_15	1085822	45	32	29	41
chromosome_15	1085823	45	33	29	41
chromosome_15	1085824	45	33	28	41
chromosome_15	1085825	40	31	26	41
chromosome_15	1085826	45	33	28	41
chromosome_15	1085827	45	33	28	41
chromosome_15	1085828	46	33	30	41
chromosome_15	1085829	46	33	29	40
chromosome_15	1085830	44	33	30	38
chromosome_15	1085831	46	33	30	39
chromosome_15	1085832	46	33	30	39
chromosome_15	1085833	46	33	29	39
chromosome_15	1085834	46	33	29	39
chromosome_15	1085835	46	33	29	39
chromosome_15	1085836	46	33	30	39
chromosome_15	1085837	46	33	30	39
chromosome_15	1085838	46	33	30	39
chromosome_15	1085839	46	33	29	39
chromosome_15	1085840	46	33	29	39
chromosome_15	1085841	46	33	29	38
chromosome_15	1085842	46	33	28	39
chromosome_15	1085843	46	33	28	39
chromosome_15	1085844	46	33	29	39
chromosome_15	1085845	46	32	30	39
chromosome_15	1085846	45	30	27	39
chromosome_15	1085847	46	33	30	39
chromosome_15	1085848	46	33	30	39
chromosome_15	1085849	46	33	30	39
chromosome_15	1085850	46	32	30	39
chromosome_15	1085851	45	32	29	39
chromosome_15	1085852	46	32	27	39
chromosome_15	1085853	47	32	28	39
chromosome_15	1085854	47	32	29	39
chromosome_15	1085855	47	32	29	39
chromosome_15	1085856	47	32	29	39
chromosome_15	1085857	47	32	29	39
chromosome_15	1085858	47	32	29	39
chromosome_15	1085859	48	32	29	39
chromosome_15	1085860	48	32	29	39
chromosome_15	1085861	48	32	28	39
chromosome_15	1085862	48	32	29	39
chromosome_15	1085863	48	32	29	39
chromosome_15	1085864	48	32	29	39
chromosome_15	1085865	48	32	29	39
chromosome_15	1085866	48	32	29	39
chromosome_15	1085867	48	31	29	39
chromosome_15	1085868	48	32	29	39
chromosome_15	1085869	49	31	29	41
chromosome_15	1085870	50	31	28	41
chromosome_15	1085871	49	32	29	41
chromosome_15	1085872	50	32	28	40
chromosome_15	1085873	49	31	28	41
chromosome_15	1085874	49	31	28	41
chromosome_15	1085875	49	32	29	41
chromosome_15	1085876	49	32	29	41
chromosome_15	1085877	50	32	29	41
chromosome_15	1085878	50	32	29	41
chromosome_15	1085879	50	32	29	41
chromosome_15	1085880	50	32	29	41
chromosome_15	1085881	50	32	29	41
chromosome_15	1085882	50	32	29	41
chromosome_15	1085883	51	32	29	41
chromosome_15	1085884	51	32	29	41
chromosome_15	1085885	51	32	29	41
chromosome_15	1085886	50	31	28	41
chromosome_15	1085887	51	32	29	41
chromosome_15	1085888	51	32	29	41
chromosome_15	1085889	51	32	29	41
chromosome_15	1085890	53	32	29	41
chromosome_15	1085891	53	32	29	41
chromosome_15	1085892	53	32	29	41
chromosome_15	1085893	52	32	29	41
chromosome_15	1085894	52	32	29	41
chromosome_15	1085895	53	32	29	41
chromosome_15	1085896	50	32	28	40
chromosome_15	1085897	51	32	29	41
chromosome_15	1085898	52	32	29	41
chromosome_15	1085899	53	32	29	41
chromosome_15	1085900	53	31	28	41
chromosome_15	1085901	53	31	28	41
chromosome_15	1085902	53	31	29	41
chromosome_15	1085903	53	31	29	40
chromosome_15	1085904	53	32	28	40
chromosome_15	1085905	52	32	27	40
chromosome_15	1085906	50	32	27	40
chromosome_15	1085907	50	32	28	40
chromosome_15	1085908	51	32	28	40
chromosome_15	1085909	51	32	27	40
chromosome_15	1085910	51	32	27	39
chromosome_15	1085911	50	32	27	38
chromosome_15	1085912	50	32	29	39
chromosome_15	1085913	51	32	30	40
chromosome_15	1085914	52	32	30	40
chromosome_15	1085915	51	32	29	40
chromosome_15	1085916	51	32	29	40
chromosome_15	1085917	52	32	30	40
chromosome_15	1085918	52	32	30	40
chromosome_15	1085919	52	32	29	40
chromosome_15	1085920	52	32	30	40
chromosome_15	1085921	52	32	29	40
chromosome_15	1085922	52	32	30	40
chromosome_15	1085923	52	32	29	40
chromosome_15	1085924	52	32	28	40
chromosome_15	1085925	52	32	29	40
chromosome_15	1085926	52	32	30	40
chromosome_15	1085927	52	32	30	40
chromosome_15	1085928	52	32	30	40
chromosome_15	1085929	52	32	29	40
chromosome_15	1085930	50	32	29	37
chromosome_15	1085931	51	32	29	37
chromosome_15	1085932	50	32	29	38
chromosome_15	1085933	50	32	29	38
chromosome_15	1085934	51	32	28	39
chromosome_15	1085935	51	32	28	39
chromosome_15	1085936	51	32	29	39
chromosome_15	1085937	51	32	29	39
chromosome_15	1085938	51	31	28	38
chromosome_15	1085939	50	32	29	39
chromosome_15	1085940	50	32	29	39
chromosome_15	1085941	51	32	28	39
chromosome_15	1085942	51	31	29	39
chromosome_15	1085943	51	31	29	38
chromosome_15	1085944	51	31	27	38
chromosome_15	1085945	51	31	29	39
chromosome_15	1085946	51	31	30	39
chromosome_15	1085947	51	31	30	41
chromosome_15	1085948	49	32	28	41
chromosome_15	1085949	50	31	28	41
chromosome_15	1085950	52	31	30	41
chromosome_15	1085951	52	31	30	41
chromosome_15	1085952	52	31	30	41
chromosome_15	1085953	52	31	30	41
chromosome_15	1085954	52	31	30	41
chromosome_15	1085955	52	31	30	41
chromosome_15	1085956	51	31	30	41
chromosome_15	1085957	51	31	30	41
chromosome_15	1085958	51	31	28	41
chromosome_15	1085959	51	31	29	41
chromosome_15	1085960	51	31	29	41
chromosome_15	1085961	51	31	29	41
chromosome_15	1085962	51	31	30	41
chromosome_15	1085963	51	31	30	41
chromosome_15	1085964	51	31	30	41
chromosome_15	1085965	51	31	28	40
chromosome_15	1085966	51	31	30	40
chromosome_15	1085967	50	31	29	39
chromosome_15	1085968	51	31	29	40
chromosome_15	1085969	51	31	30	40
chromosome_15	1085970	50	31	30	42
chromosome_15	1085971	50	31	29	42
chromosome_15	1085972	51	31	28	41
chromosome_15	1085973	51	31	28	40
chromosome_15	1085974	51	31	27	40
chromosome_15	1085975	51	31	27	39
chromosome_15	1085976	50	31	26	40
chromosome_15	1085977	50	31	27	40
chromosome_15	1085978	50	31	28	41
chromosome_15	1085979	49	32	27	41
chromosome_15	1085980	49	32	27	41
chromosome_15	1085981	49	32	26	40
chromosome_15	1085982	49	32	27	41
chromosome_15	1085983	49	32	28	40
chromosome_15	1085984	48	32	27	40
chromosome_15	1085985	49	32	26	39
chromosome_15	1085986	49	30	26	40
chromosome_15	1085987	49	32	27	41
chromosome_15	1085988	49	32	27	41
chromosome_15	1085989	49	32	27	41
chromosome_15	1085990	49	32	27	41
chromosome_15	1085991	49	32	27	41
chromosome_15	1085992	49	32	27	40
chromosome_15	1085993	49	32	27	41
chromosome_15	1085994	49	32	27	41
chromosome_15	1085995	48	32	25	41
chromosome_15	1085996	49	32	27	41
chromosome_15	1085997	48	32	27	41
chromosome_15	1085998	48	30	27	41
chromosome_15	1085999	48	30	25	41
chromosome_15	1086000	48	31	27	41
chromosome_15	1086001	48	31	27	41
chromosome_15	1086002	48	31	28	41
chromosome_15	1086003	48	31	27	41
chromosome_15	1086004	48	31	28	41
chromosome_15	1086005	48	29	26	41
chromosome_15	1086006	48	31	27	41
chromosome_15	1086007	48	32	27	41
chromosome_15	1086008	48	31	28	41
chromosome_15	1086009	48	32	28	41
chromosome_15	1086010	47	32	28	41
chromosome_15	1086011	48	32	27	41
chromosome_15	1086012	48	32	26	41
chromosome_15	1086013	48	32	26	42
chromosome_15	1086014	47	32	27	42
chromosome_15	1086015	48	31	27	42
chromosome_15	1086016	48	32	27	42
chromosome_15	1086017	48	32	26	42
chromosome_15	1086018	48	32	27	42
chromosome_15	1086019	48	32	28	42
chromosome_15	1086020	47	32	28	42
chromosome_15	1086021	47	31	26	42
chromosome_15	1086022	48	31	26	42
chromosome_15	1086023	48	32	28	42
chromosome_15	1086024	48	31	26	42
chromosome_15	1086025	47	31	28	42
chromosome_15	1086026	47	31	28	42
chromosome_15	1086027	47	31	28	43
chromosome_15	1086028	47	32	28	43
chromosome_15	1086029	46	32	28	43
chromosome_15	1086030	47	32	28	43
chromosome_15	1086031	46	32	28	43
chromosome_15	1086032	46	31	28	43
chromosome_15	1086033	46	32	28	43
chromosome_15	1086034	46	31	28	43
chromosome_15	1086035	46	30	25	42
chromosome_15	1086036	46	31	28	42
chromosome_15	1086037	46	31	28	43
chromosome_15	1086038	46	31	28	43
chromosome_15	1086039	46	31	28	43
chromosome_15	1086040	45	32	28	42
chromosome_15	1086041	46	32	28	42
chromosome_15	1086042	46	32	28	42
chromosome_15	1086043	46	32	28	42
chromosome_15	1086044	46	32	27	42
chromosome_15	1086045	46	32	27	42
chromosome_15	1086046	45	32	26	41
chromosome_15	1086047	46	32	26	41
chromosome_15	1086048	46	32	26	39
chromosome_15	1086049	46	32	27	42
chromosome_15	1086050	45	32	27	42
chromosome_15	1086051	44	32	27	39
chromosome_15	1086052	46	32	27	42
chromosome_15	1086053	46	32	26	43
chromosome_15	1086054	46	32	27	43
chromosome_15	1086055	46	31	28	44
chromosome_15	1086056	46	32	28	43
chromosome_15	1086057	45	32	28	42
chromosome_15	1086058	46	32	27	42
chromosome_15	1086059	46	32	28	43
chromosome_15	1086060	46	32	28	43
chromosome_15	1086061	45	30	28	44
chromosome_15	1086062	45	32	28	44
chromosome_15	1086063	45	31	28	43
chromosome_15	1086064	46	32	28	43
chromosome_15	1086065	46	31	28	43
chromosome_15	1086066	46	31	27	42
chromosome_15	1086067	45	32	27	44
chromosome_15	1086068	44	29	26	44
chromosome_15	1086069	41	26	23	40
chromosome_15	1086070	43	30	25	42
chromosome_15	1086071	45	32	27	42
chromosome_15	1086072	45	32	28	43
chromosome_15	1086073	45	32	28	42
chromosome_15	1086074	45	32	28	42
chromosome_15	1086075	45	32	27	42
chromosome_15	1086076	44	31	28	42
chromosome_15	1086077	45	32	28	42
chromosome_15	1086078	44	30	26	40
chromosome_15	1086079	45	32	28	42
chromosome_15	1086080	45	32	28	42
chromosome_15	1086081	45	31	28	43
chromosome_15	1086082	45	32	27	42
chromosome_15	1086083	45	32	28	42
chromosome_15	1086084	35	29	20	38
chromosome_15	1086085	41	31	22	41
chromosome_15	1086086	45	32	26	43
chromosome_15	1086087	45	32	27	43
chromosome_15	1086088	46	32	28	43
chromosome_15	1086089	46	32	28	43
chromosome_15	1086090	46	32	28	44
chromosome_15	1086091	47	32	28	44
chromosome_15	1086092	47	32	28	44
chromosome_15	1086093	47	32	27	44
chromosome_15	1086094	47	32	28	44
chromosome_15	1086095	47	32	28	44
chromosome_15	1086096	45	32	28	43
chromosome_15	1086097	47	32	28	44
chromosome_15	1086098	47	31	28	43
chromosome_15	1086099	47	32	28	44
chromosome_15	1086100	47	32	28	44
chromosome_15	1086101	47	32	27	44
chromosome_15	1086102	46	31	28	44
chromosome_15	1086103	47	31	28	44
chromosome_15	1086104	46	31	24	44
chromosome_15	1086105	47	32	28	44
chromosome_15	1086106	47	32	28	44
chromosome_15	1086107	46	32	27	43
chromosome_15	1086108	47	31	27	44
chromosome_15	1086109	47	32	27	44
chromosome_15	1086110	47	32	27	44
chromosome_15	1086111	47	32	27	44
chromosome_15	1086112	47	32	27	44
chromosome_15	1086113	48	32	27	44
chromosome_15	1086114	48	32	28	44
chromosome_15	1086115	48	32	28	44
chromosome_15	1086116	47	32	26	44
chromosome_15	1086117	47	32	27	44
chromosome_15	1086118	47	32	27	44
chromosome_15	1086119	46	32	27	44
chromosome_15	1086120	47	32	25	43
chromosome_15	1086121	46	32	26	44
chromosome_15	1086122	46	32	26	44
chromosome_15	1086123	47	32	27	44
chromosome_15	1086124	49	32	27	44
chromosome_15	1086125	49	32	27	44
chromosome_15	1086126	49	32	27	44
chromosome_15	1086127	49	32	27	44
chromosome_15	1086128	49	32	27	44
chromosome_15	1086129	49	32	28	44
chromosome_15	1086130	49	32	28	44
chromosome_15	1086131	49	32	28	44
chromosome_15	1086132	48	32	28	44
chromosome_15	1086133	48	32	28	44
chromosome_15	1086134	48	32	27	44
chromosome_15	1086135	48	32	29	44
chromosome_15	1086136	48	32	29	44
chromosome_15	1086137	48	32	28	44
chromosome_15	1086138	48	32	28	44
chromosome_15	1086139	48	32	29	44
chromosome_15	1086140	48	32	29	44
chromosome_15	1086141	48	32	29	44
chromosome_15	1086142	48	32	29	44
chromosome_15	1086143	48	32	29	44
chromosome_15	1086144	48	31	28	44
chromosome_15	1086145	48	31	28	44
chromosome_15	1086146	48	32	29	44
chromosome_15	1086147	48	32	29	44
chromosome_15	1086148	48	32	29	44
chromosome_15	1086149	48	32	29	44
chromosome_15	1086150	48	32	29	44
chromosome_15	1086151	48	31	29	44
chromosome_15	1086152	47	32	28	44
chromosome_15	1086153	45	32	26	41
chromosome_15	1086154	47	32	29	44
chromosome_15	1086155	48	31	29	44
chromosome_15	1086156	47	32	26	41
chromosome_15	1086157	48	32	29	45
chromosome_15	1086158	48	32	29	45
chromosome_15	1086159	47	32	28	44
chromosome_15	1086160	47	32	29	43
chromosome_15	1086161	48	32	29	45
chromosome_15	1086162	48	32	29	45
chromosome_15	1086163	48	32	29	45
chromosome_15	1086164	47	32	29	45
chromosome_15	1086165	48	32	29	45
chromosome_15	1086166	48	32	29	45
chromosome_15	1086167	48	32	29	45
chromosome_15	1086168	48	32	29	45
chromosome_15	1086169	49	32	29	45
chromosome_15	1086170	49	32	29	45
chromosome_15	1086171	49	32	29	44
chromosome_15	1086172	49	32	29	44
chromosome_15	1086173	49	32	29	44
chromosome_15	1086174	49	32	29	45
chromosome_15	1086175	49	32	29	45
chromosome_15	1086176	49	32	29	45
chromosome_15	1086177	49	32	29	45
chromosome_15	1086178	49	32	29	45
chromosome_15	1086179	49	32	29	45
chromosome_15	1086180	49	32	29	45
chromosome_15	1086181	49	32	29	45
chromosome_15	1086182	49	32	29	45
chromosome_15	1086183	49	32	28	44
chromosome_15	1086184	48	31	26	44
chromosome_15	1086185	49	32	27	43
chromosome_15	1086186	49	32	27	43
chromosome_15	1086187	49	32	27	43
chromosome_15	1086188	49	32	26	43
chromosome_15	1086189	49	32	26	43
chromosome_15	1086190	49	32	26	43
chromosome_15	1086191	47	32	27	43
chromosome_15	1086192	49	32	27	43
chromosome_15	1086193	49	32	27	43
chromosome_15	1086194	48	32	27	43
chromosome_15	1086195	49	32	27	43
chromosome_15	1086196	49	32	27	43
chromosome_15	1086197	49	32	27	43
chromosome_15	1086198	49	32	27	43
chromosome_15	1086199	49	32	27	43
chromosome_15	1086200	49	32	27	43
chromosome_15	1086201	49	32	27	43
chromosome_15	1086202	49	32	27	43
chromosome_15	1086203	48	32	27	43
chromosome_15	1086204	49	32	27	43
chromosome_15	1086205	49	32	26	42
chromosome_15	1086206	49	32	26	42
chromosome_15	1086207	49	32	27	43
chromosome_15	1086208	49	32	27	44
chromosome_15	1086209	50	32	27	44
chromosome_15	1086210	50	32	27	44
chromosome_15	1086211	50	32	27	44
chromosome_15	1086212	50	32	27	44
chromosome_15	1086213	50	32	27	44
chromosome_15	1086214	50	32	27	44
chromosome_15	1086215	50	31	26	44
chromosome_15	1086216	50	32	27	44
chromosome_15	1086217	50	32	27	44
chromosome_15	1086218	48	32	27	43
chromosome_15	1086219	46	32	27	43
chromosome_15	1086220	50	32	27	44
chromosome_15	1086221	50	33	27	44
chromosome_15	1086222	50	33	27	44
chromosome_15	1086223	49	33	27	44
chromosome_15	1086224	49	33	27	44
chromosome_15	1086225	50	33	27	44
chromosome_15	1086226	50	33	27	44
chromosome_15	1086227	50	33	27	44
chromosome_15	1086228	50	33	27	44
chromosome_15	1086229	50	33	27	44
chromosome_15	1086230	50	33	27	44
chromosome_15	1086231	50	33	27	44
chromosome_15	1086232	49	33	26	44
chromosome_15	1086233	49	33	26	44
chromosome_15	1086234	51	33	27	44
chromosome_15	1086235	51	33	27	44
chromosome_15	1086236	51	33	27	44
chromosome_15	1086237	51	33	27	44
chromosome_15	1086238	51	33	27	44
chromosome_15	1086239	51	33	27	44
chromosome_15	1086240	51	33	27	44
chromosome_15	1086241	51	32	24	43
chromosome_15	1086242	50	33	24	45
chromosome_15	1086243	50	33	26	45
chromosome_15	1086244	50	33	26	45
chromosome_15	1086245	50	33	26	45
chromosome_15	1086246	50	33	26	45
chromosome_15	1086247	50	33	26	45
chromosome_15	1086248	50	33	26	45
chromosome_15	1086249	50	33	26	45
chromosome_15	1086250	50	33	27	45
chromosome_15	1086251	49	33	27	45
chromosome_15	1086252	48	32	25	45
chromosome_15	1086253	48	33	26	45
chromosome_15	1086254	48	33	26	45
chromosome_15	1086255	48	33	26	45
chromosome_15	1086256	48	33	25	44
chromosome_15	1086257	48	33	26	45
chromosome_15	1086258	48	33	26	45
chromosome_15	1086259	47	33	26	45
chromosome_15	1086260	48	33	26	45
chromosome_15	1086261	48	33	25	45
chromosome_15	1086262	48	33	27	45
chromosome_15	1086263	48	33	26	45
chromosome_15	1086264	48	32	26	45
chromosome_15	1086265	48	33	27	45
chromosome_15	1086266	47	33	27	45
chromosome_15	1086267	47	32	27	45
chromosome_15	1086268	47	33	27	45
chromosome_15	1086269	47	33	26	45
chromosome_15	1086270	47	33	27	45
chromosome_15	1086271	47	33	27	45
chromosome_15	1086272	47	33	27	45
chromosome_15	1086273	47	33	27	45
chromosome_15	1086274	47	33	27	45
chromosome_15	1086275	47	33	26	45
chromosome_15	1086276	47	33	26	45
chromosome_15	1086277	47	33	27	45
chromosome_15	1086278	47	32	27	45
chromosome_15	1086279	46	33	26	45
chromosome_15	1086280	47	33	27	45
chromosome_15	1086281	47	33	27	45
